source,target,rating,timestamp,datetime,prev_txn_time,time_diff_sec,sender_txn_count,receiver_txn_count,sender_avg_rating,receiver_avg_rating,unique_receivers
493,905,2,1339398338,2012-06-11 07:05:38,02:50.0,168.0380499,11,21,1.545454545,1.666666667,11
493,1334,1,1353981103,2012-11-27 01:51:43,05:38.1,14582765.12,12,11,1.5,1.636363636,12
493,2861,2,1354759440,2012-12-06 02:04:00,51:43.2,778337.0923,13,1,1.538461538,2,13
493,417,5,1354873708,2012-12-07 09:48:28,04:00.3,114267.4006,14,3,1.785714286,4.666666667,14
493,2198,2,1354873752,2012-12-07 09:49:12,48:27.7,44.17792988,15,9,1.8,2.888888889,15
493,3219,4,1363123924,2013-03-12 21:32:04,49:11.9,8250172.426,16,3,1.9375,2,16
493,3667,2,1363228878,2013-03-14 02:41:18,32:04.3,104953.4911,17,1,1.941176471,2,17
493,3397,5,1368739064,2013-05-16 21:17:44,41:17.8,5510186.22,18,3,2.111111111,5,18
494,386,1,1304899619,2011-05-09 00:06:59,0,0,1,8,1,1.125,1
494,476,1,1304976526,2011-05-09 21:28:46,06:59.5,76906.39112,2,7,1,1,2
494,472,-10,1304991251,2011-05-10 01:34:11,28:45.9,14725.28394,3,15,-2.666666667,-3.733333333,3
494,1,1,1305091806,2011-05-11 05:30:06,34:11.1,100555.0907,4,101,-1.75,3.673267327,4
494,394,5,1305097183,2011-05-11 06:59:43,30:06.2,5376.87007,5,5,-0.4,3,5
494,7,4,1305169050,2011-05-12 02:57:30,59:43.1,71867.08506,6,131,0.333333333,2.969465649,6
494,353,1,1307177014,2011-06-04 08:43:34,57:30.2,2007963.649,7,24,0.428571429,1.666666667,7
494,569,1,1307179575,2011-06-04 09:26:15,43:33.8,2561.22933,8,2,0.5,1,8
494,732,1,1307260589,2011-06-05 07:56:29,26:15.1,81013.94628,9,6,0.555555556,1.5,9
495,280,1,1304915654,2011-05-09 04:34:14,0,0,1,11,1,1.636363636,1
495,532,1,1305254415,2011-05-13 02:40:15,34:13.9,338761.4305,2,3,1,1,2
495,480,1,1305435600,2011-05-15 05:00:00,40:15.4,181184.1504,3,6,1,1,3
495,468,1,1305644096,2011-05-17 14:54:56,59:59.5,208496.0059,4,19,1,1.578947368,4
495,630,1,1305771276,2011-05-19 02:14:36,54:55.5,127180.6208,5,18,1,1.555555556,5
495,342,2,1305848078,2011-05-19 23:34:38,14:36.2,76802.06582,6,8,1.166666667,2.875,6
495,610,1,1305926844,2011-05-20 21:27:24,34:38.2,78765.97783,7,3,1.142857143,1,7
495,592,1,1305939076,2011-05-21 00:51:16,27:24.2,12231.52021,8,13,1.125,1.846153846,8
495,319,1,1306116334,2011-05-23 02:05:34,51:15.7,177257.9551,9,3,1.111111111,2.333333333,9
495,687,3,1306205285,2011-05-24 02:48:05,05:33.7,88951.21174,10,8,1.3,1.625,10
495,214,2,1306635762,2011-05-29 02:22:42,48:04.9,430476.6452,11,11,1.363636364,2.090909091,11
495,835,1,1307337285,2011-06-06 05:14:45,22:41.5,701523.6967,12,1,1.333333333,1,12
495,1322,1,1314156076,2011-08-24 03:21:16,14:45.2,6818790.396,13,2,1.307692308,1,13
496,62,1,1305373908,2011-05-14 11:51:48,0,0,1,31,1,1.935483871,1
496,499,1,1305495705,2011-05-15 21:41:45,51:48.0,121797.1794,2,4,1,4,2
496,462,1,1306213580,2011-05-24 05:06:20,41:45.2,717874.8472,3,7,1,2,3
496,1110,1,1307874249,2011-06-12 10:24:09,06:20.1,1660668.817,4,1,1,1,4
497,383,1,1304941023,2011-05-09 11:37:03,0,0,1,12,1,1.416666667,1
497,141,1,1305064816,2011-05-10 22:00:16,37:03.1,123792.7862,2,15,1,1.8,2
497,597,1,1305627977,2011-05-17 10:26:17,00:15.9,563160.7218,3,1,1,1,3
498,7,2,1305040470,2011-05-10 15:14:30,0,0,1,132,2,2.962121212,1
498,2118,5,1340894572,2012-06-28 14:42:52,14:29.8,35854101.96,2,3,3.5,2.666666667,2
498,545,3,1341593874,2012-07-06 16:57:54,42:51.8,699302.596,3,8,3.333333333,2,3
499,111,10,1304957472,2011-05-09 16:11:12,0,0,1,5,10,3.6,1
499,198,2,1304960212,2011-05-09 16:56:52,11:12.0,2740.07848,2,36,6,1.583333333,2
499,496,1,1307031971,2011-06-02 16:26:11,56:52.1,2071759.336,3,2,4.333333333,1,3
499,104,4,1307032133,2011-06-02 16:28:53,26:11.4,161.8748798,4,31,4.25,2.258064516,4
499,780,1,1307115141,2011-06-03 15:32:21,28:53.3,83007.27548,5,4,3.6,1.25,5
499,832,1,1307726838,2011-06-10 17:27:18,32:20.6,611696.9843,6,14,3.166666667,-5.428571429,6
500,36,1,1304972644,2011-05-09 20:24:04,0,0,1,13,1,1.923076923,1
500,274,1,1304972777,2011-05-09 20:26:17,24:04.3,132.47192,2,12,1,1.916666667,2
500,1191,10,1308542693,2011-06-20 04:04:53,26:16.8,3569916.408,3,1,4,10,3
500,2113,3,1348479891,2012-09-24 09:44:51,04:53.2,39937197.81,4,3,3.75,2.333333333,4
500,2188,3,1363627551,2013-03-18 17:25:51,44:51.0,15147660.12,5,4,3.6,5,5
500,4823,10,1378157853,2013-09-02 21:37:33,25:51.1,14530301.38,6,1,4.666666667,10,6
500,4824,10,1378157884,2013-09-02 21:38:04,37:32.5,31.29181981,7,1,5.428571429,10,7
501,443,2,1304979199,2011-05-09 22:13:19,0,0,1,7,2,1.857142857,1
501,534,1,1305274725,2011-05-13 08:18:45,13:19.5,295525.1858,2,6,1.5,3.166666667,2
501,198,1,1305399254,2011-05-14 18:54:14,18:44.7,124529.6141,3,37,1.333333333,1.567567568,3
501,592,1,1305597332,2011-05-17 01:55:32,54:14.3,198077.3063,4,14,1.25,1.785714286,4
502,280,1,1304994100,2011-05-10 02:21:41,0,0,1,12,1,1.583333333,1
502,526,3,1305388222,2011-05-14 15:50:22,21:40.5,394121.5529,2,4,2,1.75,2
502,554,2,1305676168,2011-05-17 23:49:28,50:22.1,287946.092,3,1,2,2,3
502,295,4,1305839573,2011-05-19 21:12:53,49:28.1,163404.577,4,10,2.5,2.2,4
502,649,1,1305919226,2011-05-20 19:20:26,12:52.7,79653.23597,5,2,2.2,1,5
502,632,2,1306104595,2011-05-22 22:49:55,20:26.0,185368.9463,6,9,2.166666667,1.222222222,6
502,480,2,1306533846,2011-05-27 22:04:06,49:54.9,429250.958,7,7,2.142857143,1.142857143,7
502,273,3,1307493932,2011-06-08 00:45:32,04:05.9,960085.8957,8,11,2.25,1.818181818,8
502,1104,2,1308850555,2011-06-23 17:35:55,45:31.8,1356623.453,9,1,2.222222222,2,9
502,1332,3,1310853063,2011-07-16 21:51:03,35:55.2,2002507.429,10,2,2.3,2,10
503,64,1,1305004266,2011-05-10 05:11:06,0,0,1,40,1,1.75,1
503,427,1,1305004602,2011-05-10 05:16:42,11:06.0,336.4247,2,6,1,2,2
505,1,1,1305009850,2011-05-10 06:44:10,0,0,1,102,1,3.647058824,1
506,21,1,1305029033,2011-05-10 12:03:53,0,0,1,20,1,3.7,1
506,1185,1,1341653000,2012-07-07 09:23:20,03:53.3,36623967.04,2,1,1,1,2
506,1334,1,1341653320,2012-07-07 09:28:40,23:20.3,319.50212,3,12,1,1.583333333,3
506,2287,1,1341958466,2012-07-10 22:14:26,28:39.8,305146.0173,4,1,1,1,4
507,261,1,1305048579,2011-05-10 17:29:39,0,0,1,4,1,2.25,1
507,576,2,1306858271,2011-05-31 16:11:11,29:39.0,1809691.566,2,3,1.5,1.666666667,2
507,415,2,1307295070,2011-06-05 17:31:10,11:10.6,436799.3783,3,5,1.666666667,3.4,3
507,216,-4,1307906990,2011-06-12 19:29:50,31:10.0,611920.0112,4,4,0.25,0.25,4
508,331,1,1305053402,2011-05-10 18:50:02,0,0,1,2,1,3,1
508,488,1,1305306940,2011-05-13 17:15:40,50:02.0,253537.5517,2,6,1,1,2
508,283,1,1305478082,2011-05-15 16:48:02,15:39.5,171142.0363,3,12,1,2.583333333,3
508,361,1,1305562434,2011-05-16 16:13:54,48:01.6,84352.16912,4,5,1,1.8,4
509,423,1,1305071845,2011-05-10 23:57:25,0,0,1,7,1,-0.285714286,1
509,510,1,1305072220,2011-05-11 00:03:40,57:25.5,374.3891301,2,1,1,1,2
509,512,1,1305073223,2011-05-11 00:20:23,03:39.9,1003.41668,3,2,1,-4.5,3
509,513,1,1305078051,2011-05-11 01:40:51,20:23.3,4827.83001,4,1,1,1,4
510,512,1,1305073158,2011-05-11 00:19:18,0,0,1,3,1,-2.666666667,1
510,509,1,1305078386,2011-05-11 01:46:26,19:17.5,5228.63541,2,1,1,1,2
511,1,1,1305072325,2011-05-11 00:05:25,0,0,1,103,1,3.621359223,1
512,510,1,1305073165,2011-05-11 00:19:25,0,0,1,2,1,1,1
512,509,1,1305073249,2011-05-11 00:20:49,19:24.8,83.87550998,2,2,1,1,2
512,513,1,1305077626,2011-05-11 01:33:46,20:48.7,4377.49077,3,2,1,1,3
513,512,1,1305077639,2011-05-11 01:33:59,0,0,1,4,1,-1.75,1
513,509,1,1305078069,2011-05-11 01:41:09,33:59.0,429.70187,2,3,1,1,2
514,491,1,1305079560,2011-05-11 02:06:00,0,0,1,10,1,1.5,1
514,219,1,1305233353,2011-05-12 20:49:13,05:59.8,153793.0187,2,16,1,1.625,2
514,533,1,1305253628,2011-05-13 02:27:08,49:12.8,20275.22755,3,6,1,2.5,3
514,538,1,1305278641,2011-05-13 09:24:01,27:08.0,25012.78774,4,5,1,1.6,4
514,632,1,1305826925,2011-05-19 17:42:05,24:00.8,548284.3335,5,10,1,1.2,5
515,178,1,1305090971,2011-05-11 05:16:11,0,0,1,10,1,2.1,1
515,256,1,1305246216,2011-05-13 00:23:36,16:11.0,155244.9019,2,16,1,1.8125,2
516,394,1,1305093649,2011-05-11 06:00:49,0,0,1,6,1,2.666666667,1
516,2,1,1306040332,2011-05-22 04:58:52,00:48.6,946683.8943,2,25,1,3.52,2
516,972,2,1307878650,2011-06-12 11:37:30,58:52.5,1838317.358,3,2,1.333333333,2.5,3
516,468,1,1313394289,2011-08-15 07:44:49,37:29.8,5515639.64,4,20,1.25,1.55,4
516,13,1,1313397133,2011-08-15 08:32:13,44:49.5,2843.81001,5,31,1.2,2.193548387,5
517,476,1,1305094108,2011-05-11 06:08:28,0,0,1,8,1,1,1
517,383,1,1305176936,2011-05-12 05:08:56,08:27.8,82828.58349,2,13,1,1.384615385,2
517,427,1,1305263244,2011-05-13 05:07:24,08:56.4,86307.90858,3,7,1,1.857142857,3
518,64,1,1305116263,2011-05-11 12:17:43,0,0,1,41,1,1.731707317,1
518,283,1,1305164900,2011-05-12 01:48:20,17:43.1,48637.39257,2,13,1,2.461538462,2
518,530,1,1305255008,2011-05-13 02:50:08,48:20.5,90107.12284,3,7,1,1.142857143,3
518,13,1,1305596172,2011-05-17 01:36:12,50:07.6,341164.387,4,32,1,2.15625,4
518,1358,10,1311554713,2011-07-25 00:45:13,36:12.0,5958540.942,5,1,2.8,10,5
519,60,4,1305123172,2011-05-11 14:12:52,0,0,1,63,4,2.984126984,1
520,484,10,1305130097,2011-05-11 16:08:17,0,0,1,10,10,2.3,1
520,150,1,1305288527,2011-05-13 12:08:47,08:17.2,158429.5969,2,3,5.5,1,2
520,419,2,1305314431,2011-05-13 19:20:31,08:46.8,25904.46056,3,2,4.333333333,2.5,3
520,539,1,1305314968,2011-05-13 19:29:28,20:31.3,536.7973001,4,4,3.5,1,4
520,546,1,1305328849,2011-05-13 23:20:49,29:28.1,13880.9103,5,11,3,1.090909091,5
520,549,1,1305337727,2011-05-14 01:48:47,20:49.0,8878.49103,6,1,2.666666667,1,6
520,396,1,1305384334,2011-05-14 14:45:34,48:47.5,46606.45756,7,9,2.428571429,1.555555556,7
520,350,1,1305390701,2011-05-14 16:31:41,45:33.9,6367.49957,8,14,2.25,1.642857143,8
520,555,1,1305393158,2011-05-14 17:12:38,31:41.4,2456.93691,9,1,2.111111111,1,9
520,556,1,1305396568,2011-05-14 18:09:28,12:38.4,3409.62614,10,1,2,1,10
520,476,1,1305403912,2011-05-14 20:11:52,09:28.0,7344.34163,11,9,1.909090909,1,11
520,262,1,1305422902,2011-05-15 01:28:22,11:52.3,18989.95483,12,3,1.833333333,1,12
520,64,3,1305669573,2011-05-17 21:59:33,28:22.3,246670.4594,13,42,1.923076923,1.761904762,13
520,198,2,1305669660,2011-05-17 22:01:00,59:32.7,87.17961979,14,38,1.928571429,1.578947368,14
520,907,1,1307726988,2011-06-10 17:29:48,00:59.9,2057328.033,15,1,1.866666667,1,15
520,962,1,1307926141,2011-06-13 00:49:01,29:48.0,199153.5129,16,2,1.8125,1,16
520,1161,1,1308168423,2011-06-15 20:07:03,49:01.5,242281.4947,17,1,1.764705882,1,17
520,687,1,1308168577,2011-06-15 20:09:37,07:03.0,153.5764399,18,9,1.722222222,1.555555556,18
520,2028,1,1353967657,2012-11-26 22:07:37,09:36.5,45799080.74,19,14,1.684210526,-2.142857143,19
521,228,1,1305140912,2011-05-11 19:08:32,0,0,1,7,1,1.857142857,1
521,522,1,1305149032,2011-05-11 21:23:52,08:31.6,8120.88323,2,11,1,1.636363636,2
521,256,1,1305224107,2011-05-12 18:15:07,23:52.5,75074.50736,3,17,1,1.764705882,3
521,29,2,1305294752,2011-05-13 13:52:32,15:07.0,70644.81287,4,24,1.25,1.708333333,4
521,630,1,1305911326,2011-05-20 17:08:46,52:31.8,616574.565,5,19,1.2,1.526315789,5
521,171,2,1306432828,2011-05-26 18:00:28,08:46.4,521501.3877,6,23,1.333333333,1.434782609,6
521,1053,1,1310069194,2011-07-07 20:06:34,00:27.8,3636365.89,7,12,1.285714286,2.416666667,7
521,6,2,1312392323,2011-08-03 17:25:23,06:33.7,2323129.643,8,19,1.375,1.947368421,8
521,1317,2,1312393260,2011-08-03 17:41:00,25:23.3,937.1714599,9,16,1.444444444,2.6875,9
521,2142,2,1340142806,2012-06-19 21:53:26,41:00.5,27749545.08,10,3,1.5,2,10
522,521,1,1305150176,2011-05-11 21:42:56,0,0,1,6,1,1.166666667,1
522,670,2,1306179950,2011-05-23 19:45:50,42:56.4,1029773.76,2,2,1.5,1.5,2
522,57,1,1306369621,2011-05-26 00:27:01,45:50.1,189670.6946,3,13,1.333333333,2.615384615,3
522,796,1,1306997082,2011-06-02 06:44:42,27:00.8,627461.2731,4,1,1.25,1,4
522,13,1,1307131757,2011-06-03 20:09:17,44:42.1,134674.7519,5,33,1.2,2.121212121,5
522,4,1,1307131767,2011-06-03 20:09:27,09:16.8,10.46364999,6,31,1.166666667,3.161290323,6
522,918,1,1307334174,2011-06-06 04:22:54,09:27.3,202406.428,7,1,1.142857143,1,7
522,113,1,1307587477,2011-06-09 02:44:37,22:53.7,253303.5298,8,17,1.125,2.176470588,8
522,446,2,1308004226,2011-06-13 22:30:26,44:37.3,416749.1279,9,5,1.222222222,1.8,9
522,537,2,1308349334,2011-06-17 22:22:14,30:26.4,345107.6915,10,19,1.3,1.947368421,10
522,853,1,1308359967,2011-06-18 01:19:27,22:14.1,10633.00989,11,3,1.272727273,1.333333333,11
522,17,1,1308620857,2011-06-21 01:47:37,19:27.1,260889.7639,12,13,1.25,3,12
522,1207,3,1308795084,2011-06-23 02:11:24,47:36.9,174226.6478,13,4,1.384615385,2,13
522,1258,1,1309017651,2011-06-25 16:00:51,11:23.5,222567.1601,14,1,1.357142857,1,14
522,726,-10,1309235555,2011-06-28 04:32:35,00:50.7,217903.9993,15,1,0.6,-10,15
522,664,2,1309480815,2011-07-01 00:40:15,32:34.7,245260.8266,16,8,0.6875,1.25,16
522,714,1,1309482436,2011-07-01 01:07:16,40:15.5,1620.65537,17,7,0.705882353,1.142857143,17
522,1316,1,1310182244,2011-07-09 03:30:44,07:16.1,699808.1876,18,11,0.722222222,2.545454545,18
522,1,2,1311200202,2011-07-20 22:16:42,30:44.3,1017958.075,19,104,0.789473684,3.605769231,19
522,1162,2,1311269927,2011-07-21 17:38:47,16:42.4,69724.60324,20,4,0.85,1.5,20
522,361,3,1311629921,2011-07-25 21:38:41,38:47.0,359993.6578,21,6,0.952380952,2,21
522,1317,1,1312233803,2011-08-01 21:23:23,38:40.7,603882.1639,22,17,0.954545455,2.588235294,22
522,1396,2,1312771728,2011-08-08 02:48:48,23:22.8,537925.4516,23,18,1,2.722222222,23
522,468,2,1312846769,2011-08-08 23:39:29,48:48.3,75040.57049,24,21,1.041666667,1.571428571,24
522,7,1,1313211705,2011-08-13 05:01:45,39:28.9,364936.5665,25,133,1.04,2.947368421,25
522,1376,3,1313542542,2011-08-17 00:55:42,01:45.4,330836.9965,26,3,1.115384615,2.333333333,26
522,757,2,1317261295,2011-09-29 01:54:55,55:42.4,3718752.164,27,2,1.148148148,2,27
522,1543,1,1324437412,2011-12-21 03:16:52,54:54.6,7176117.713,28,3,1.142857143,-6.333333333,28
522,1700,1,1326061868,2012-01-08 22:31:08,16:52.3,1624455.486,29,1,1.137931034,1,29
522,2214,1,1342835349,2012-07-21 01:49:09,31:07.8,16773481.52,30,5,1.133333333,1.6,30
522,1899,1,1353897341,2012-11-26 02:35:41,49:09.3,11061991.8,31,12,1.129032258,2.583333333,31
522,1693,1,1353979478,2012-11-27 01:24:38,35:41.1,82137.01331,32,7,1.125,1.571428571,32
522,4086,1,1366110113,2013-04-16 11:01:53,24:38.1,12130635.29,33,1,1.121212121,1,33
522,2188,1,1366110134,2013-04-16 11:02:14,01:53.4,20.28233004,34,5,1.117647059,4.2,34
523,389,1,1305265013,2011-05-13 05:36:53,0,0,1,2,1,1,1
523,536,1,1305268559,2011-05-13 06:35:59,36:52.6,3546.18494,2,1,1,1,2
523,545,1,1305327053,2011-05-13 22:50:53,35:58.8,58494.52589,3,9,1,1.888888889,3
523,631,2,1305818095,2011-05-19 15:14:55,50:53.3,491041.9342,4,1,1.25,2,4
523,586,1,1305879028,2011-05-20 08:10:28,14:55.3,60932.84321,5,2,1.2,1,5
523,676,1,1306124746,2011-05-23 04:25:46,10:28.1,245717.582,6,2,1.166666667,1,6
523,691,1,1306256779,2011-05-24 17:06:19,25:45.7,132033.7385,7,4,1.142857143,1,7
523,702,1,1306379929,2011-05-26 03:18:49,06:19.4,123149.9007,8,2,1.125,1,8
523,585,1,1306426881,2011-05-26 16:21:21,18:49.3,46951.68718,9,2,1.111111111,1.5,9
523,427,2,1306476233,2011-05-27 06:03:53,21:21.0,49352.27989,10,8,1.2,1.875,10
523,714,2,1306477249,2011-05-27 06:20:49,03:53.3,1015.49356,11,8,1.272727273,1.25,11
523,363,6,1306563942,2011-05-28 06:25:42,20:48.8,86693.54724,12,6,1.666666667,2.666666667,12
523,729,4,1306565893,2011-05-28 06:58:13,25:42.3,1950.2568,13,15,1.846153846,2.2,13
523,654,6,1306687249,2011-05-29 16:40:49,58:12.6,121356.0659,14,6,2.142857143,2.333333333,14
523,222,1,1306687773,2011-05-29 16:49:33,40:48.7,524.3190598,15,7,2.066666667,1.571428571,15
523,688,2,1306820877,2011-05-31 05:47:57,49:33.0,133104.0348,16,3,2.0625,1.333333333,16
523,634,2,1306894433,2011-06-01 02:13:53,47:57.0,73555.52977,17,10,2.058823529,1.3,17
523,630,4,1306896105,2011-06-01 02:41:45,13:52.5,1672.38911,18,20,2.166666667,1.65,18
523,769,1,1306898523,2011-06-01 03:22:03,41:44.9,2418.12561,19,2,2.105263158,1,19
523,2,2,1307079072,2011-06-03 05:31:12,22:03.0,180549.3179,20,26,2.1,3.461538462,20
523,689,1,1307138903,2011-06-03 22:08:23,31:12.4,59830.77061,21,1,2.047619048,1,21
523,535,1,1307214914,2011-06-04 19:15:14,08:23.1,76010.36503,22,8,2,3.25,22
523,879,1,1307295144,2011-06-05 17:32:24,15:13.5,80230.37259,23,1,1.956521739,1,23
523,904,1,1307295183,2011-06-05 17:33:03,32:23.9,38.74357009,24,2,1.916666667,1,24
523,908,1,1307337681,2011-06-06 05:21:21,33:02.6,42498.7211,25,6,1.88,3.166666667,25
523,479,2,1307562423,2011-06-08 19:47:03,21:21.3,224741.9766,26,5,1.884615385,1.6,26
523,359,1,1307562805,2011-06-08 19:53:25,47:03.3,382.0438499,27,3,1.851851852,2.333333333,27
523,1013,1,1307644421,2011-06-09 18:33:41,53:25.4,81615.28382,28,1,1.821428571,1,28
523,1217,1,1316545755,2011-09-20 19:09:15,33:40.6,8901334.373,29,11,1.793103448,2.636363636,29
523,1486,1,1316621931,2011-09-21 16:18:51,09:15.0,76175.7818,30,2,1.766666667,1,30
523,1566,1,1325788863,2012-01-05 18:41:03,18:50.8,9166931.963,31,13,1.741935484,3.307692308,31
523,775,4,1327248972,2012-01-22 16:16:12,41:02.8,1460108.885,32,11,1.8125,1.545454545,32
523,1827,1,1330371757,2012-02-27 19:42:37,16:11.6,3122785.681,33,1,1.787878788,1,33
523,1701,1,1331574766,2012-03-12 17:52:46,42:37.3,1203008.718,34,6,1.764705882,2.5,34
523,1357,1,1331695512,2012-03-14 03:25:12,52:46.0,120746.1687,35,1,1.742857143,1,35
523,1867,1,1331695609,2012-03-14 03:26:49,25:12.2,96.60374999,36,1,1.722222222,1,36
523,1383,2,1331695973,2012-03-14 03:32:53,26:48.8,364.6728201,37,17,1.72972973,-3.764705882,37
523,1864,1,1332127259,2012-03-19 03:20:59,32:53.5,431285.2667,38,2,1.710526316,1,38
523,1860,1,1332128373,2012-03-19 03:39:33,20:58.8,1114.33103,39,7,1.692307692,2,39
523,1889,1,1332128687,2012-03-19 03:44:47,39:33.1,313.5974901,40,1,1.675,1,40
523,1891,1,1332133294,2012-03-19 05:01:34,44:46.7,4606.91641,41,1,1.658536585,1,41
523,1675,2,1332496860,2012-03-23 10:01:00,01:33.6,363566.202,42,4,1.666666667,0.5,42
523,1903,1,1332497437,2012-03-23 10:10:37,00:59.8,577.39024,43,1,1.651162791,1,43
523,1914,3,1332777421,2012-03-26 15:57:01,10:37.2,279983.7653,44,1,1.681818182,3,44
523,1565,1,1332779375,2012-03-26 16:29:35,57:01.0,1953.90012,45,15,1.666666667,2.266666667,45
524,359,1,1305164569,2011-05-12 01:42:49,0,0,1,4,1,2,1
525,372,1,1305214168,2011-05-12 15:29:28,0,0,1,6,1,1.833333333,1
525,475,2,1307394936,2011-06-06 21:15:36,29:27.5,2180768.584,2,4,1.5,2.25,2
526,396,1,1305230834,2011-05-12 20:07:14,0,0,1,10,1,1.5,1
526,144,1,1305233374,2011-05-12 20:49:34,07:14.1,2540.00471,2,23,1,1.782608696,2
526,484,1,1305271821,2011-05-13 07:30:21,49:34.1,38446.81701,3,11,1,2.181818182,3
526,502,3,1305388271,2011-05-14 15:51:11,30:20.9,116450.3799,4,5,1.5,2.8,4
527,23,2,1305233258,2011-05-12 20:47:38,0,0,1,14,2,3.214285714,1
527,3598,3,1365814275,2013-04-13 00:51:15,47:38.1,60581016.51,2,7,2.5,1.857142857,2
528,35,3,1305543360,2011-05-16 10:56:00,0,0,1,39,3,2.179487179,1
529,300,10,1305239197,2011-05-12 22:26:37,0,0,1,3,10,5,1
530,476,1,1305242160,2011-05-12 23:16:00,0,0,1,10,1,1,1
530,166,1,1305251688,2011-05-13 01:54:48,15:59.6,9528.81838,2,11,1,1.181818182,2
530,484,1,1305254989,2011-05-13 02:49:49,54:48.4,3300.47039,3,12,1,2.083333333,3
530,518,1,1305254998,2011-05-13 02:49:58,49:48.8,9.550199985,4,4,1,1,4
530,387,1,1305335666,2011-05-14 01:14:26,49:58.4,80667.21359,5,12,1,1.25,5
530,200,1,1305420958,2011-05-15 00:55:58,14:25.6,85292.10924,6,4,1,1.5,6
530,262,2,1305421147,2011-05-15 00:59:07,55:57.7,189.0935099,7,4,1.142857143,1.25,7
530,533,2,1305593630,2011-05-17 00:53:50,59:06.8,172483.1826,8,7,1.25,2.428571429,8
530,1162,1,1310611071,2011-07-14 02:37:51,53:50.0,5017441.274,9,5,1.222222222,1.4,9
530,729,1,1310949424,2011-07-18 00:37:04,37:51.3,338352.8166,10,16,1.2,2.125,10
531,298,1,1305274105,2011-05-13 08:08:25,0,0,1,5,1,1.8,1
532,488,1,1305247825,2011-05-13 00:50:25,0,0,1,7,1,1,1
532,166,2,1305253228,2011-05-13 02:20:28,50:25.3,5402.41531,2,12,1.5,1.25,2
532,495,1,1305254417,2011-05-13 02:40:17,20:27.8,1189.39348,3,6,1.333333333,1.5,3
532,152,1,1305308709,2011-05-13 17:45:09,40:17.2,54292.04985,4,7,1.25,1.285714286,4
533,514,1,1305253680,2011-05-13 02:28:00,0,0,1,3,1,1.333333333,1
533,424,1,1305414435,2011-05-14 23:07:15,27:59.7,160755.2429,2,2,1,1.5,2
533,200,1,1305422057,2011-05-15 01:14:17,07:15.0,7622.49542,3,5,1,1.4,3
533,587,1,1305590213,2011-05-16 23:56:53,14:17.5,168155.2445,4,1,1,1,4
533,566,1,1305752537,2011-05-18 21:02:17,56:52.7,162323.8527,5,2,1,5.5,5
533,832,1,1307682799,2011-06-10 05:13:19,02:16.6,1930262.166,6,15,1,-5,6
533,1068,10,1307743412,2011-06-10 22:03:32,13:18.7,60613.05632,7,2,2.285714286,5.5,7
533,142,5,1307744662,2011-06-10 22:24:22,03:31.8,1249.83625,8,11,2.625,1.636363636,8
533,530,10,1307752976,2011-06-11 00:42:56,24:21.6,8314.45511,9,8,3.444444444,2.25,9
533,7,2,1307951657,2011-06-13 07:54:17,42:56.1,198681.1331,10,134,3.3,2.940298507,10
533,2119,1,1342557489,2012-07-17 20:38:09,54:17.2,34605831.59,11,1,3.090909091,1,11
533,1810,2,1342766465,2012-07-20 06:41:05,38:08.8,208976.2495,12,17,3,2.176470588,12
533,937,1,1344532753,2012-08-09 17:19:13,41:05.1,1766288.219,13,8,2.846153846,1.5,13
533,2198,1,1349209516,2012-10-02 20:25:16,19:13.3,4676762.387,14,10,2.714285714,2.7,14
533,2125,1,1365099798,2013-04-04 18:23:18,25:15.7,15890282.26,15,13,2.6,2.384615385,15
534,384,1,1305254544,2011-05-13 02:42:24,0,0,1,9,1,2.222222222,1
534,536,1,1305263337,2011-05-13 05:08:57,42:23.6,8793.19593,2,2,1,1,2
534,523,1,1305264400,2011-05-13 05:26:40,08:56.7,1063.09308,3,11,1,1.909090909,3
534,501,1,1305274760,2011-05-13 08:19:20,26:39.8,10360.10244,4,3,1,1.333333333,4
534,833,1,1307109082,2011-06-03 13:51:22,19:19.9,1834322.321,5,1,1,1,5
534,714,1,1307184924,2011-06-04 10:55:24,51:22.3,75841.53515,6,9,1,1.222222222,6
534,897,1,1307278887,2011-06-05 13:01:27,55:23.8,93962.82814,7,1,1,1,7
534,273,1,1307497899,2011-06-08 01:51:39,01:26.6,219011.9159,8,12,1,1.75,8
535,212,1,1305296915,2011-05-13 14:28:35,0,0,1,6,1,1.5,1
535,447,6,1305349772,2011-05-14 05:09:32,28:35.5,52856.45059,2,3,3.5,4.666666667,2
535,469,2,1306973394,2011-06-02 00:09:54,09:31.9,1623621.914,3,3,3,1.666666667,3
535,767,1,1306981286,2011-06-02 02:21:26,09:53.8,7891.68684,4,4,2.5,2,4
535,795,1,1306987716,2011-06-02 04:08:36,21:25.5,6430.36582,5,3,2.2,1,5
535,697,2,1307036216,2011-06-02 17:36:56,08:35.9,48499.94099,6,4,2.166666667,2.5,6
535,753,6,1307065151,2011-06-03 01:39:11,36:55.8,28935.22627,7,3,2.714285714,3.333333333,7
535,104,5,1307209417,2011-06-04 17:43:37,39:11.1,144266.0459,8,32,3,2.34375,8
535,523,2,1307214984,2011-06-04 19:16:24,43:37.1,5567.17794,9,12,2.888888889,1.916666667,9
535,202,2,1307246851,2011-06-05 04:07:31,16:24.3,31866.61723,10,63,2.8,2.365079365,10
